"CGM","CHO","insulin"
137.931441013951,0,0.021125
139.356859730929,0,0.021125
139.989890613786,0,0.021125
140.249891263507,0,0.021125
140.165587040209,0,0.021125
139.765703300383,0,0.021125
139.078965395596,0,0.021125
138.134098671778,0,0.021125
136.959828469043,0,0.021125
135.600024544679,0,0.021125
134.189423187491,0,0.021125
132.999060486765,0,0.021125
132.330261373629,0,0.021125
132.484350776279,0,0.021125
133.726776407739,0,0.021125
136.10772270168,0,0.021125
139.354479174127,0,0.021125
143.122580914867,0,0.021125
147.067563013914,0,0.021125
150.855986533956,0,0.021125
154.220568370809,0,0.021125
156.993259169776,0,0.021125
159.028061521816,0,0.021125
160.178978019737,0,0.021125
160.326647428724,0,0.021125
159.511525538249,0,0.021125
158.01379367324,0,0.021125
156.166905501674,0,0.021125
154.304314693916,0,0.021125
152.736361278893,0,0.021125
151.634703424807,0,0.021125
150.96297650756,0,0.021125
150.638588617723,0,0.021125
150.578947848219,0,0.021125
150.708371935993,0,0.021125
150.992636470554,0,0.021125
151.459703819082,0,0.021125
152.151355634304,0,0.021125
153.10937357099,0,0.021125
154.367287167998,0,0.021125
155.909113258859,0,0.021125
157.644599618094,0,0.021125
159.466989786197,0,0.021125
161.269527305294,0,0.021125
162.945455719059,0,0.021125
164.388018572623,0,0.021125
165.4904594125,0,0.021125
166.146021786502,0,0.021125
166.247949243657,0,0.021125
163.314758360987,0,0.021125
155.834072834533,0,0.021125
150.328669853641,0,0.021125
146.517389336173,0,0.021125
144.119071200845,0,0.021125
142.852555367152,0,0.021125
142.436681755304,0,0.021125
142.590290286171,0,0.021125
143.032220881213,0,0.021125
143.481313462433,0,0.021125
143.685697396649,0,0.021125
143.569238717102,0,0.021125
143.319408456409,0,0.021125
143.182256536184,0,0.021125
143.403832878333,0,0.021125
144.206797174637,0,0.021125
145.673467734823,1.66666666666667,0.021125
147.675676555077,0,0.0766833333333333
150.039880059597,0,0.021125
152.59877442991,0,0.021125
155.18236285821,0,0.021125
157.556377075443,0,0.021125
159.384237138357,0,0.021125
160.301794965474,0,0.021125
159.939298694385,0,0.021125
157.982013043103,0,0.021125
154.469818636019,0,0.021125
149.977430387753,0,0.021125
145.197674644228,0,0.021125
140.822952428254,0,0.021125
137.499649760648,0,0.021125
135.597548869757,0,0.021125
135.071494031181,0,0.021125
135.784974704674,0,0.021125
137.602597265159,0,0.021125
140.370977206689,0,0.021125
143.823165640964,0,0.021125
147.521255455333,0,0.021125
150.990018379111,0,0.021125
153.755009669049,0,0.021125
155.385768055455,0,0.021125
155.712244488728,0,0.021125
154.954624328563,0,0.021125
153.420093604702,0,0.021125
151.416146328897,0,0.021125
149.250513958732,0,0.021125
147.231104067325,0,0.021125
145.665947777613,0,0.021125
144.863155333302,0,0.021125
145.130879074886,0,0.021125
142.769393015533,0,0.021125
135.546223760057,0,0.021125
134.203024209124,0,0.021125
137.497535132221,0,0.021125
144.187438695202,0,0.021125
153.030350335869,0,0.021125
162.783813279596,0,0.021125
172.205295232772,0,0.021125
180.052186850528,0,0.021125
185.081801629728,0,0.021125
186.201921909529,0,0.021125
183.223525669513,0,0.021125
177.312424022907,0,0.021125
169.935449374854,0,0.021125
162.559368818788,0,0.021125
156.540823625856,0,0.021125
152.576012527457,0,0.021125
150.370503190095,0,0.021125
149.409684457633,0,0.021125
149.178898118528,0,0.021125
149.194062087552,0,0.021125
149.154772195245,0,0.021125
149.036164445496,0,0.021125
148.874580234447,0,0.021125
148.706329826592,0,0.021125
148.56768497797,0,0.021125
148.49483119245,0,0.021125
148.523839896331,0,0.021125
148.690740912364,0,0.021125
149.031544534879,0,0.021125
149.570486492205,0,0.021125
150.261245311517,0,0.021125
150.951673267953,0,0.021125
151.466095816806,0,0.021125
151.628826514123,0,0.021125
151.293788209069,0,0.021125
150.49261484357,0,0.021125
149.523510406976,0,0.021125
148.743905516444,0,0.021125
148.511224149094,0,0.021125
149.140696032981,0,0.021125
150.694379767591,0,0.021125
152.854573633183,0,0.021125
155.219183615861,0,0.021125
157.386113003112,0,0.021125
158.953261173307,26,0.021125
159.518550941261,0,1.6294
158.682083796948,0,0.021125
156.059420488185,0,0.021125
151.306044251858,0,0.021125
147.254841767666,0,0.021125
147.584043496133,0,0.021125
147.597927583409,0,0.021125
147.601586138369,0,0.021125
147.860963623386,0,0.021125
148.575605243833,0,0.021125
149.875189778771,0,0.021125
151.829139090731,0,0.021125
154.461401209115,0,0.021125
157.767171327836,0,0.021125
161.722686956534,0,0.021125
166.274353913041,0,0.021125
171.333896512604,0,0.021125
176.814735878442,0,0.021125
182.644409264079,0,0.021125
188.769202995108,0,0.021125
195.168049075208,0,0.021125
201.860219319053,0,0.021125
208.886019483656,0,0.021125
216.300251843626,0,0.021125
224.133916226166,0,0.021125
232.208610221507,0,0.021125
240.024523387755,0,0.021125
247.016490540141,0,0.021125
252.626147324698,0,0.021125
256.36949996563,0,0.021125
258.180182229566,0,0.021125
258.615080736438,0,0.021125
258.371229427973,0,0.021125
258.147270316189,0,0.021125
258.573066300332,0,0.021125
259.860451112025,0,0.021125
261.593563530412,0,0.021125
263.216699478433,0,0.021125
264.173522998232,0,0.021125
263.968258523824,2.66666666666667,0.021125
262.472552051707,0,4.76335
260.110235683743,0,0.021125
257.432547650915,0,0.021125
255.001416692356,0,0.021125
253.328088484544,0,0.021125
252.594011654757,0,0.021125
252.486755737026,0,0.021125
252.574790172116,0,0.021125
252.416948855681,0,0.021125
251.565452053258,0,0.021125
249.568684592736,0,0.021125
245.973477643563,0,0.021125
240.326840938527,0,0.021125
232.177186797835,0,0.021125
226.086111002965,0,0.021125
227.245531141266,0,0.021125
226.681817405327,0,0.021125
224.66460666747,0,0.021125
221.466239018739,0,0.021125
217.361463867542,0,0.021125
212.626859343824,0,0.021125
207.539683826034,0,0.021125
202.376383983037,0,0.021125
197.412370947022,0,0.021125
192.891965911407,0,0.021125
188.870034162407,0,0.021125
185.116167119153,0,0.021125
181.338944190538,0,0.021125
177.248988528025,0,0.021125
172.597525137911,0,0.021125
167.373933186301,0,0.021125
161.923935619925,0,0.021125
156.671338315185,0,0.021125
152.03903107587,0,0.021125
148.406235659157,0,0.021125
145.89510180063,0,0.021125
144.242698906423,0,0.021125
143.09966163061,0,0.021125
142.115556885483,0,0.021125
140.957352892057,0,0.021125
139.4015345974,0,0.021125
137.389400685791,0,0.021125
134.898259269562,0,0.021125
131.904671288421,0,0.021125
128.399292762584,0,0.021125
124.460841404763,0,0.021125
120.300495931421,0,0.021125
116.158472660628,0,0.021125
112.274508711727,0,0.021125
108.872099057025,0,0.021125
106.079502365867,0,0.021125
103.882358553271,0,0.021125
102.234375169831,0,0.021125
101.088975925214,0,0.021125
100.392576196137,0,0.021125
100.050829965866,0,0.021125
99.9083880859062,0,0.021125
99.7962210102433,0,0.021125
99.5451565830866,0,0.021125
98.985902860076,0,0.021125
97.9490693118839,0,0.021125
96.26518649732,0,0.021125
93.7647243002526,0,0.021125
90.2781088344468,0,0.021125
87.1348983630622,0,0.021125
86.0032027540578,0,0.021125
84.4820640959066,0,0.021125
82.671423173364,0,0.021125
80.6712463164451,0,0.021125
78.581537534833,0,0.021125
76.5023506949903,0,0.021125
74.5338021080669,0,0.021125
72.7760839368511,0,0.021125
71.3294788033079,0,0.021125
70.2896860589594,0,0.021125
69.7243900844265,0,0.021125
69.6592065336664,0,0.021125
70.1105180771337,0,0.021125
71.0948414417614,0,0.021125
72.6021090333065,0,0.021125
74.4622276394855,0,0.021125
76.264904138706,0,0.021125
77.5461067870613,0,0.021125
77.8412749984949,0,0.021125
76.7365634202239,0,0.021125
74.1251156144422,0,0.021125
70.3609551542991,0,0.021125
65.9006276588854,0,0.021125
61.2009134119608,0,0.021125
56.6951707425336,0,0.021125
52.6746041214729,0,0.021125
49.2170003174045,0,0.021125
46.3529860081468,0,0.021125
44.1134963593096,0,0.021125
42.5242019077183,0,0.021125
41.5778313748325,0,0.021125
41.2175495947504,0,0.021125
41.37559998448,0,0.021125
41.9843230163691,0,0.021125
42.9662114768452,0,0.021125
44.1843027701398,0,0.021125
45.4124101884681,0,0.021125
46.4045291623257,0,0.021125
46.9146615361815,0,0.021125
46.7259236022191,0,0.021125
45.7961168128188,0,0.021125
44.3450700645403,0,0.021125
42.6508323144367,0,0.021125
40.9914417414633,0,0.021125
39.6553656913933,0,0.021125
39,0,0.021125
39.1822155275071,0,0.021125
40.2627576376463,0,0.021125
42.9478316853819,0,0.021125
45.3180826731835,0,0.021125
44.8833618701367,0,0.021125
44.3743001510319,0,0.021125
43.8231338724807,0,0.021125
43.2620992260172,0,0.021125
42.7234332264373,0,0.021125
42.2393745862746,0,0.021125
41.8421644775435,0,0.021125
41.5640471848029,0,0.021125
41.4372706555593,0,0.021125
41.4941060037718,0,0.021125
41.7669431199082,0,0.021125
